river_level,rainfall_rate,hour_of_day,month
2.0,0.01,2,5
2.0,0.01,3,5
2.0,0.01,4,5
2.0,0.02,5,5
2.0,0.03,6,5
2.0,0.05,7,5
2.0,0.06,8,5
2.0,0.07,9,5
2.0,0.08,10,5
2.0,0.08,11,5
2.0,0.09,12,5
2.0,0.1,13,5
2.0,0.24,14,5
2.0,0.28,15,5
2.0,0.21,16,5
2.0,0.14,17,5
2.0,0.1,18,5
2.0,0.08,19,5
2.0,0.07,20,5
2.0,0.06,21,5
2.0,0.04,22,5
2.0,0.03,23,5
2.0,0.02,0,5
2.0,0.02,1,5
2.0,0.02,2,5
2.0,0.02,3,5
2.0,0.02,4,5
2.0,0.03,5,5
2.0,0.04,6,5
2.0,0.06,7,5
2.0,0.08,8,5
2.0,0.08,9,5
2.0,0.09,10,5
2.0,0.1,11,5
2.0,0.11,12,5
2.0,0.13,13,5
2.0,0.29,14,5
2.0,0.33,15,5
2.0,0.25,16,5
2.0,0.17,17,5
2.0,0.13,18,5
2.0,0.1,19,5
2.0,0.08,20,5
2.0,0.07,21,5
2.0,0.05,22,5
2.0,0.03,23,5
2.0,0.02,0,5
2.0,0.02,1,5
2.0,0.02,2,5
2.0,0.02,3,5
2.0,0.02,4,5
2.0,0.03,5,5
2.0,0.05,6,5
2.0,0.08,7,5
2.0,0.1,8,5
2.0,0.11,9,5
2.0,0.12,10,5
2.0,0.13,11,5
2.0,0.14,12,5
2.0,0.16,13,5
2.0,0.38,14,5
2.0,0.44,15,5
2.0,0.33,16,5
2.0,0.22,17,5
2.0,0.16,18,5
2.0,0.13,19,5
2.0,0.11,20,5
2.0,0.09,21,5
2.0,0.07,22,5
2.0,0.04,23,5
2.0,0.01,0,5
2.0,0.01,1,5
2.0,0.01,2,5
2.0,0.01,3,5
2.0,0.01,4,5
2.0,0.02,5,5
2.0,0.03,6,5
2.0,0.04,7,5
2.0,0.06,8,5
2.0,0.06,9,5
2.0,0.07,10,5
2.0,0.07,11,5
2.0,0.08,12,5
2.0,0.09,13,5
2.0,0.22,14,5
2.0,0.25,15,5
2.0,0.19,16,5
2.0,0.12,17,5
2.0,0.09,18,5
2.0,0.07,19,5
2.0,0.06,20,5
2.0,0.05,21,5
2.0,0.04,22,5
2.0,0.02,23,5
2.0,0.08,0,5
2.0,0.08,1,5
2.0,0.08,2,5
2.0,0.08,3,5
2.0,0.08,4,5
2.0,0.11,5,5
2.0,0.19,6,5
2.0,0.26,7,5
2.0,0.34,8,5
2.0,0.38,9,5
2.0,0.42,10,5
2.0,0.45,11,5
2.0,0.49,12,5
2.0,0.57,13,5
2.0,1.32,14,5
2.0,1.51,15,5
2.0,1.13,16,5
2.0,0.76,17,5
2.0,0.57,18,5
2.0,0.45,19,5
2.0,0.38,20,5
2.0,0.3,21,5
2.0,0.23,22,5
2.0,0.15,23,5
2.0,0.03,0,5
2.0,0.03,1,5
2.0,0.03,2,5
2.0,0.03,3,5
2.0,0.03,4,5
2.0,0.04,5,5
2.0,0.07,6,5
2.0,0.09,7,5
2.0,0.12,8,5
2.0,0.13,9,5
2.0,0.14,10,5
2.0,0.16,11,5
2.0,0.17,12,5
2.0,0.2,13,5
2.0,0.46,14,5
2.0,0.52,15,5
2.0,0.39,16,5
2.0,0.26,17,5
2.0,0.2,18,5
2.0,0.16,19,5
2.0,0.13,20,5
2.0,0.1,21,5
2.0,0.08,22,5
2.0,0.05,23,5
2.0,0.03,0,5
2.0,0.03,1,5
2.0,0.03,2,5
2.0,0.03,3,5
2.0,0.03,4,5
2.0,0.05,5,5
2.0,0.09,6,5
2.0,0.12,7,5
2.0,0.16,8,5
2.0,0.17,9,5
2.0,0.19,10,5
2.0,0.21,11,5
2.0,0.23,12,5
2.0,0.26,13,5
2.0,0.61,14,5
2.0,0.7,15,5
2.0,0.52,16,5
2.0,0.35,17,5
2.0,0.26,18,5
2.0,0.21,19,5
2.0,0.17,20,5
2.0,0.14,21,5
2.0,0.1,22,5
2.0,0.07,23,5
2.0,0.06,0,5
2.0,0.06,1,5
2.0,0.06,2,5
2.0,0.06,3,5
2.0,0.06,4,5
2.0,0.09,5,5
2.0,0.14,6,5
2.0,0.2,7,5
2.0,0.26,8,5
2.0,0.29,9,5
2.0,0.32,10,5
2.0,0.34,11,5
2.0,0.37,12,5
2.0,0.43,13,5
2.0,1.01,14,5
2.0,1.15,15,5
2.0,0.86,16,5
2.0,0.57,17,5
2.0,0.43,18,5
2.0,0.34,19,5
2.0,0.29,20,5
2.0,0.23,21,5
2.0,0.17,22,5
2.0,0.11,23,5
2.0,0.01,0,5
2.0,0.01,1,5
2.0,0.01,2,5
2.0,0.01,3,5
2.0,0.01,4,5
2.0,0.02,5,5
2.0,0.03,6,5
2.0,0.04,7,5
2.0,0.05,8,5
2.0,0.05,9,5
2.0,0.06,10,5
2.0,0.06,11,5
2.0,0.07,12,5
2.0,0.08,13,5
2.0,0.18,14,5
2.0,0.2,15,5
2.0,0.15,16,5
2.0,0.1,17,5
2.0,0.08,18,5
2.0,0.06,19,5
2.0,0.05,20,5
2.0,0.04,21,5
2.0,0.03,22,5
2.0,0.02,23,5
2.0,0.07,0,5
2.0,0.07,1,5
2.0,0.07,2,5
2.0,0.07,3,5
2.0,0.07,4,5
2.0,0.11,5,5
2.0,0.18,6,5
2.0,0.25,7,5
2.0,0.32,8,5
2.0,0.36,9,5
2.0,0.4,10,5
2.0,0.43,11,5
2.0,0.47,12,5
2.0,0.54,13,5
2.0,1.26,14,5
2.0,1.44,15,5
2.0,1.08,16,5
2.0,0.72,17,5
2.0,0.54,18,5
2.0,0.43,19,5
2.0,0.36,20,5
2.0,0.29,21,5
2.0,0.22,22,5
2.0,0.14,23,5
2.0,0.16,0,5
2.0,0.16,1,5
2.0,0.16,2,5
2.0,0.16,3,5
2.0,0.16,4,5
2.0,0.24,5,5
2.0,0.41,6,5
2.0,0.57,7,5
2.0,0.73,8,5
2.0,0.81,9,5
2.0,0.9,10,5
2.0,0.98,11,5
2.0,1.06,12,5
2.0,1.22,13,5
2.0,2.85,14,5
2.0,3.26,15,5
2.0,2.44,16,5
2.0,1.63,17,5
2.0,1.22,18,5
2.0,0.98,19,5
2.0,0.81,20,5
2.0,0.65,21,5
2.0,0.49,22,5
2.0,0.33,23,5
2.0,0.06,0,5
2.0,0.06,1,5
2.0,0.06,2,5
2.0,0.06,3,5
2.0,0.06,4,5
2.0,0.08,5,5
2.0,0.14,6,5
2.0,0.2,7,5
2.0,0.25,8,5
2.0,0.28,9,5
2.0,0.31,10,5
2.0,0.34,11,5
2.0,0.36,12,5
2.0,0.42,13,5
2.0,0.98,14,5
2.0,1.12,15,5
2.0,0.84,16,5
2.0,0.56,17,5
2.0,0.42,18,5
2.0,0.34,19,5
2.0,0.28,20,5
2.0,0.22,21,5
2.0,0.17,22,5
2.0,0.11,23,5
2.0,0.01,0,5
2.0,0.01,1,5
2.0,0.01,2,5
2.0,0.01,3,5
2.0,0.01,4,5
2.0,0.01,5,5
2.0,0.02,6,5
2.0,0.03,7,5
2.0,0.03,8,5
2.0,0.04,9,5
2.0,0.04,10,5
2.0,0.04,11,5
2.0,0.05,12,5
2.0,0.05,13,5
2.0,0.13,14,5
2.0,0.15,15,5
2.0,0.11,16,5
2.0,0.07,17,5
2.0,0.05,18,5
2.0,0.04,19,5
2.0,0.04,20,5
2.0,0.03,21,5
2.0,0.02,22,5
2.0,0.01,23,5
2.0,0.1,0,5
2.0,0.1,1,5
2.0,0.1,2,5
2.0,0.1,3,5
2.0,0.1,4,5
2.0,0.15,5,5
2.0,0.25,6,5
2.0,0.35,7,5
2.0,0.45,8,5
2.0,0.51,9,5
2.0,0.56,10,5
2.0,0.61,11,5
2.0,0.66,12,5
2.0,0.76,13,5
2.0,1.77,14,5
2.0,2.02,15,5
2.0,1.52,16,5
2.0,1.01,17,5
2.0,0.76,18,5
2.0,0.61,19,5
2.0,0.51,20,5
2.0,0.4,21,5
2.0,0.3,22,5
2.0,0.2,23,5
2.0,0.02,0,5
2.0,0.02,1,5
2.0,0.02,2,5
2.0,0.02,3,5
2.0,0.02,4,5
2.0,0.03,5,5
2.0,0.05,6,5
2.0,0.07,7,5
2.0,0.09,8,5
2.0,0.09,9,5
2.0,0.1,10,5
2.0,0.11,11,5
2.0,0.12,12,5
2.0,0.14,13,5
2.0,0.33,14,5
2.0,0.38,15,5
2.0,0.28,16,5
2.0,0.19,17,5
2.0,0.14,18,5
2.0,0.11,19,5
2.0,0.09,20,5
2.0,0.08,21,5
2.0,0.06,22,5
2.0,0.04,23,5
2.0,0.0,0,5
2.0,0.0,1,5
2.0,0.0,2,5
2.0,0.0,3,5
2.0,0.0,4,5
2.0,0.01,5,5
2.0,0.01,6,5
2.0,0.02,7,5
2.0,0.02,8,5
2.0,0.02,9,5
2.0,0.02,10,5
2.0,0.03,11,5
2.0,0.03,12,5
2.0,0.03,13,5
2.0,0.08,14,5
2.0,0.09,15,5
2.0,0.07,16,5
2.0,0.04,17,5
2.0,0.03,18,5
2.0,0.03,19,5
2.0,0.02,20,5
2.0,0.02,21,5
2.0,0.01,22,5
2.0,0.01,23,5
2.0,0.01,0,5
2.0,0.01,1,5
2.0,0.01,2,5
2.0,0.01,3,5
2.0,0.01,4,5
2.0,0.01,5,5
2.0,0.02,6,5
2.0,0.03,7,5
2.0,0.04,8,5
2.0,0.04,9,5
2.0,0.04,10,5
2.0,0.05,11,5
2.0,0.05,12,5
2.0,0.06,13,5
2.0,0.14,14,5
2.0,0.16,15,5
2.0,0.12,16,5
2.0,0.08,17,5
2.0,0.06,18,5
2.0,0.05,19,5
2.0,0.04,20,5
2.0,0.03,21,5
2.0,0.02,22,5
2.0,0.02,23,5
2.0,0.03,0,5
2.0,0.03,1,5
2.0,0.03,2,5
2.0,0.03,3,5
2.0,0.03,4,5
2.0,0.05,5,5
2.0,0.08,6,5
2.0,0.12,7,5
2.0,0.15,8,5
2.0,0.17,9,5
2.0,0.18,10,5
2.0,0.2,11,5
2.0,0.22,12,5
2.0,0.25,13,5
2.0,0.59,14,5
2.0,0.67,15,5
2.0,0.5,16,5
2.0,0.33,17,5
2.0,0.25,18,5
2.0,0.2,19,5
2.0,0.17,20,5
2.0,0.13,21,5
2.0,0.1,22,5
2.0,0.07,23,5
2.0,0.03,0,5
2.0,0.03,1,5
2.0,0.03,2,5
2.0,0.03,3,5
2.0,0.03,4,5
2.0,0.04,5,5
2.0,0.07,6,5
2.0,0.1,7,5
2.0,0.13,8,5
2.0,0.15,9,5
2.0,0.16,10,5
2.0,0.18,11,5
2.0,0.19,12,5
2.0,0.22,13,5
2.0,0.52,14,5
2.0,0.6,15,5
2.0,0.45,16,5
2.0,0.3,17,5
2.0,0.22,18,5
2.0,0.18,19,5
2.0,0.15,20,5
2.0,0.12,21,5
2.0,0.09,22,5
2.0,0.06,23,5
2.0,0.08,0,5
2.0,0.08,1,5
2.0,0.08,2,5
2.0,0.08,3,5
2.0,0.08,4,5
2.0,0.12,5,5
2.0,0.2,6,5
2.0,0.28,7,5
2.0,0.36,8,5
2.0,0.4,9,5
2.0,0.44,10,5
2.0,0.48,11,5
2.0,0.52,12,5
2.0,0.61,13,5
2.0,1.41,14,5
2.0,1.61,15,5
2.0,1.21,16,5
2.0,0.81,17,5
2.0,0.61,18,5
2.0,0.48,19,5
2.0,0.4,20,5
2.0,0.32,21,5
2.0,0.24,22,5
2.0,0.16,23,5
2.0,0.02,0,5
2.0,0.02,1,5
2.0,0.02,2,5
2.0,0.02,3,5
2.0,0.02,4,5
2.0,0.04,5,5
2.0,0.06,6,5
2.0,0.09,7,5
2.0,0.11,8,5
2.0,0.12,9,5
2.0,0.14,10,5
2.0,0.15,11,5
2.0,0.16,12,5
2.0,0.19,13,5
2.0,0.43,14,5
2.0,0.49,15,5
2.0,0.37,16,5
2.0,0.25,17,5
2.0,0.19,18,5
2.0,0.15,19,5
2.0,0.12,20,5
2.0,0.1,21,5
2.0,0.07,22,5
2.0,0.05,23,5
2.0,0.04,0,5
2.0,0.04,1,5
2.0,0.04,2,5
2.0,0.04,3,5
2.0,0.04,4,5
2.0,0.06,5,5
2.0,0.11,6,5
2.0,0.15,7,5
2.0,0.19,8,5
2.0,0.21,9,5
2.0,0.24,10,5
2.0,0.26,11,5
2.0,0.28,12,5
2.0,0.32,13,5
2.0,0.75,14,5
2.0,0.86,15,5
2.0,0.64,16,5
2.0,0.43,17,5
2.0,0.32,18,5
2.0,0.26,19,5
2.0,0.21,20,5
2.0,0.17,21,5
2.0,0.13,22,5
2.0,0.09,23,5
2.0,0.04,0,5
2.0,0.04,1,5
2.0,0.04,2,5
2.0,0.04,3,5
2.0,0.04,4,5
2.0,0.06,5,5
2.0,0.1,6,5
2.0,0.15,7,5
2.0,0.19,8,5
2.0,0.21,9,5
2.0,0.23,10,5
2.0,0.25,11,5
2.0,0.27,12,5
2.0,0.31,13,5
2.0,0.73,14,5
2.0,0.83,15,5
2.0,0.62,16,5
2.0,0.41,17,5
2.0,0.31,18,5
2.0,0.25,19,5
2.0,0.21,20,5
2.0,0.17,21,5
2.0,0.12,22,5
2.0,0.08,23,5
2.0,0.02,0,5
2.0,0.02,1,5
2.0,0.02,2,5
2.0,0.02,3,5
2.0,0.02,4,5
2.0,0.02,5,5
2.0,0.04,6,5
2.0,0.05,7,5
2.0,0.07,8,5
2.0,0.08,9,5
2.0,0.08,10,5
2.0,0.09,11,5
2.0,0.1,12,5
2.0,0.11,13,5
2.0,0.27,14,5
2.0,0.31,15,5
2.0,0.23,16,5
2.0,0.15,17,5
2.0,0.11,18,5
2.0,0.09,19,5
2.0,0.08,20,5
2.0,0.06,21,5
2.0,0.05,22,5
2.0,0.03,23,5
2.0,0.02,0,6
2.0,0.02,1,6
2.0,0.02,2,6
2.0,0.02,3,6
2.0,0.02,4,6
2.0,0.03,5,6
2.0,0.05,6,6
2.0,0.08,7,6
2.0,0.1,8,6
2.0,0.11,9,6
2.0,0.12,10,6
2.0,0.13,11,6
2.0,0.14,12,6
2.0,0.16,13,6
2.0,0.38,14,6
2.0,0.44,15,6
2.0,0.33,16,6
2.0,0.22,17,6
2.0,0.16,18,6
2.0,0.13,19,6
2.0,0.11,20,6
2.0,0.09,21,6
2.0,0.07,22,6
2.0,0.04,23,6
2.0,0.02,0,6
2.0,0.02,1,6
2.0,0.02,2,6
2.0,0.02,3,6
2.0,0.02,4,6
2.0,0.04,5,6
2.0,0.06,6,6
2.0,0.09,7,6
2.0,0.11,8,6
2.0,0.12,9,6
2.0,0.14,10,6
2.0,0.15,11,6
2.0,0.16,12,6
2.0,0.19,13,6
2.0,0.43,14,6
2.0,0.49,15,6
2.0,0.37,16,6
2.0,0.25,17,6
2.0,0.19,18,6
2.0,0.15,19,6
2.0,0.12,20,6
2.0,0.1,21,6
2.0,0.07,22,6
2.0,0.05,23,6
2.0,0.01,0,6
2.0,0.01,1,6
2.0,0.01,2,6
2.0,0.01,3,6
2.0,0.01,4,6
2.0,0.02,5,6
2.0,0.04,6,6
2.0,0.05,7,6
2.0,0.07,8,6
2.0,0.07,9,6
2.0,0.08,10,6
2.0,0.09,11,6
2.0,0.09,12,6
2.0,0.11,13,6
2.0,0.25,14,6
2.0,0.29,15,6
2.0,0.22,16,6
2.0,0.15,17,6
2.0,0.11,18,6
2.0,0.09,19,6
2.0,0.07,20,6
2.0,0.06,21,6
2.0,0.04,22,6
2.0,0.03,23,6
2.0,0.1,0,6
2.0,0.1,1,6
2.0,0.1,2,6
2.0,0.1,3,6
2.0,0.1,4,6
2.0,0.15,5,6
2.0,0.25,6,6
2.0,0.35,7,6
2.0,0.45,8,6
2.0,0.5,9,6
2.0,0.55,10,6
2.0,0.6,11,6
2.0,0.65,12,6
2.0,0.75,13,6
2.0,1.74,14,6
2.0,1.99,15,6
2.0,1.49,16,6
2.0,1.0,17,6
2.0,0.75,18,6
2.0,0.6,19,6
2.0,0.5,20,6
2.0,0.4,21,6
2.0,0.3,22,6
2.0,0.2,23,6
2.0,0.12,0,6
2.0,0.12,1,6
2.0,0.12,2,6
2.0,0.12,3,6
2.0,0.12,4,6
2.0,0.18,5,6
2.0,0.3,6,6
2.0,0.42,7,6
2.0,0.54,8,6
2.0,0.6,9,6
2.0,0.66,10,6
2.0,0.72,11,6
2.0,0.78,12,6
2.0,0.9,13,6
2.0,2.1,14,6
2.0,2.4,15,6
2.0,1.8,16,6
2.0,1.2,17,6
2.0,0.9,18,6
2.0,0.72,19,6
2.0,0.6,20,6
2.0,0.48,21,6
2.0,0.36,22,6
2.0,0.24,23,6
2.0,0.08,0,6
2.0,0.08,1,6
2.0,0.08,2,6
2.0,0.08,3,6
2.0,0.08,4,6
2.0,0.12,5,6
2.0,0.19,6,6
2.0,0.27,7,6
2.0,0.35,8,6
2.0,0.39,9,6
2.0,0.42,10,6
2.0,0.46,11,6
2.0,0.5,12,6
2.0,0.58,13,6
2.0,1.35,14,6
2.0,1.54,15,6
2.0,1.16,16,6
2.0,0.77,17,6
2.0,0.58,18,6
2.0,0.46,19,6
2.0,0.39,20,6
2.0,0.31,21,6
2.0,0.23,22,6
2.0,0.15,23,6
2.0,0.08,0,6
2.0,0.08,1,6
2.0,0.08,2,6
2.0,0.08,3,6
2.0,0.08,4,6
2.0,0.13,5,6
2.0,0.21,6,6
2.0,0.29,7,6
2.0,0.38,8,6
2.0,0.42,9,6
2.0,0.46,10,6
2.0,0.5,11,6
2.0,0.54,12,6
2.0,0.63,13,6
2.0,1.46,14,6
2.0,1.67,15,6
2.0,1.25,16,6
2.0,0.84,17,6
2.0,0.63,18,6
2.0,0.5,19,6
2.0,0.42,20,6
2.0,0.33,21,6
2.0,0.25,22,6
2.0,0.17,23,6
2.0,0.1,0,6
2.0,0.1,1,6
2.0,0.1,2,6
2.0,0.1,3,6
2.0,0.1,4,6
2.0,0.15,5,6
2.0,0.25,6,6
2.0,0.36,7,6
2.0,0.46,8,6
2.0,0.51,9,6
2.0,0.56,10,6
2.0,0.61,11,6
2.0,0.66,12,6
2.0,0.76,13,6
2.0,1.78,14,6
2.0,2.04,15,6
2.0,1.53,16,6
2.0,1.02,17,6
2.0,0.76,18,6
2.0,0.61,19,6
2.0,0.51,20,6
2.0,0.41,21,6
2.0,0.31,22,6
2.0,0.2,23,6
2.0,0.08,0,6
2.0,0.08,1,6
2.0,0.08,2,6
2.0,0.08,3,6
2.0,0.08,4,6
2.0,0.11,5,6
2.0,0.19,6,6
2.0,0.26,7,6
2.0,0.34,8,6
2.0,0.38,9,6
2.0,0.42,10,6
2.0,0.45,11,6
2.0,0.49,12,6
2.0,0.57,13,6
2.0,1.32,14,6
2.0,1.51,15,6
2.0,1.13,16,6
2.0,0.76,17,6
2.0,0.57,18,6
2.0,0.45,19,6
2.0,0.38,20,6
2.0,0.3,21,6
2.0,0.23,22,6
2.0,0.15,23,6
2.0,0.11,0,6
2.0,0.11,1,6
2.0,0.11,2,6
2.0,0.11,3,6
2.0,0.11,4,6
2.0,0.17,5,6
2.0,0.29,6,6
2.0,0.4,7,6
2.0,0.51,8,6
2.0,0.57,9,6
2.0,0.63,10,6
2.0,0.69,11,6
2.0,0.74,12,6
2.0,0.86,13,6
2.0,2.0,14,6
2.0,2.28,15,6
2.0,1.71,16,6
2.0,1.14,17,6
2.0,0.86,18,6
2.0,0.69,19,6
2.0,0.57,20,6
2.0,0.46,21,6
2.0,0.34,22,6
2.0,0.23,23,6
2.0,0.0,0,6
2.0,0.0,1,6
2.0,0.0,2,6
2.0,0.0,3,6
2.0,0.0,4,6
2.0,0.0,5,6
2.0,0.0,6,6
2.0,0.0,7,6
2.0,0.0,8,6
2.0,0.0,9,6
2.0,0.0,10,6
2.0,0.0,11,6
2.0,0.0,12,6
2.0,0.0,13,6
2.0,0.0,14,6
2.0,0.0,15,6
2.0,0.0,16,6
2.0,0.0,17,6
2.0,0.0,18,6
2.0,0.0,19,6
2.0,0.0,20,6
2.0,0.0,21,6
2.0,0.0,22,6
2.0,0.0,23,6
2.0,0.01,0,6
2.0,0.01,1,6
2.0,0.01,2,6
2.0,0.01,3,6
2.0,0.01,4,6
2.0,0.02,5,6
2.0,0.03,6,6
2.0,0.05,7,6
2.0,0.06,8,6
2.0,0.07,9,6
2.0,0.08,10,6
2.0,0.08,11,6
2.0,0.09,12,6
2.0,0.1,13,6
2.0,0.24,14,6
2.0,0.28,15,6
2.0,0.21,16,6
2.0,0.14,17,6
2.0,0.1,18,6
2.0,0.08,19,6
2.0,0.07,20,6
2.0,0.06,21,6
2.0,0.04,22,6
2.0,0.03,23,6
2.0,0.08,0,6
2.0,0.08,1,6
2.0,0.08,2,6
2.0,0.08,3,6
2.0,0.08,4,6
2.0,0.13,5,6
2.0,0.21,6,6
2.0,0.29,7,6
2.0,0.38,8,6
2.0,0.42,9,6
2.0,0.46,10,6
2.0,0.5,11,6
2.0,0.54,12,6
2.0,0.63,13,6
2.0,1.46,14,6
2.0,1.67,15,6
2.0,1.25,16,6
2.0,0.84,17,6
2.0,0.63,18,6
2.0,0.5,19,6
2.0,0.42,20,6
2.0,0.33,21,6
2.0,0.25,22,6
2.0,0.17,23,6
2.0,0.03,0,6
2.0,0.03,1,6
2.0,0.03,2,6
2.0,0.03,3,6
2.0,0.03,4,6
2.0,0.05,5,6
2.0,0.08,6,6
2.0,0.11,7,6
2.0,0.14,8,6
2.0,0.16,9,6
2.0,0.17,10,6
2.0,0.19,11,6
2.0,0.2,12,6
2.0,0.23,13,6
2.0,0.55,14,6
2.0,0.63,15,6
2.0,0.47,16,6
2.0,0.31,17,6
2.0,0.23,18,6
2.0,0.19,19,6
2.0,0.16,20,6
2.0,0.13,21,6
2.0,0.09,22,6
2.0,0.06,23,6
2.0,0.03,0,6
2.0,0.03,1,6
2.0,0.03,2,6
2.0,0.03,3,6
2.0,0.03,4,6
2.0,0.05,5,6
2.0,0.09,6,6
2.0,0.12,7,6
2.0,0.16,8,6
2.0,0.17,9,6
2.0,0.19,10,6
2.0,0.21,11,6
2.0,0.23,12,6
2.0,0.26,13,6
2.0,0.61,14,6
2.0,0.7,15,6
2.0,0.52,16,6
2.0,0.35,17,6
2.0,0.26,18,6
2.0,0.21,19,6
2.0,0.17,20,6
2.0,0.14,21,6
2.0,0.1,22,6
2.0,0.07,23,6
2.0,0.04,0,6
2.0,0.04,1,6
2.0,0.04,2,6
2.0,0.04,3,6
2.0,0.04,4,6
2.0,0.07,5,6
2.0,0.11,6,6
2.0,0.16,7,6
2.0,0.2,8,6
2.0,0.22,9,6
2.0,0.24,10,6
2.0,0.27,11,6
2.0,0.29,12,6
2.0,0.33,13,6
2.0,0.78,14,6
2.0,0.89,15,6
2.0,0.67,16,6
2.0,0.44,17,6
2.0,0.33,18,6
2.0,0.27,19,6
2.0,0.22,20,6
2.0,0.18,21,6
2.0,0.13,22,6
2.0,0.09,23,6
2.0,0.12,0,6
2.0,0.12,1,6
2.0,0.12,2,6
2.0,0.12,3,6
2.0,0.12,4,6
2.0,0.17,5,6
2.0,0.29,6,6
2.0,0.4,7,6
2.0,0.52,8,6
2.0,0.58,9,6
2.0,0.64,10,6
2.0,0.69,11,6
2.0,0.75,12,6
2.0,0.87,13,6
2.0,2.02,14,6
2.0,2.31,15,6
2.0,1.73,16,6
2.0,1.16,17,6
2.0,0.87,18,6
2.0,0.69,19,6
2.0,0.58,20,6
2.0,0.46,21,6
2.0,0.35,22,6
2.0,0.23,23,6
2.0,0.06,0,6
2.0,0.06,1,6
2.0,0.06,2,6
2.0,0.06,3,6
2.0,0.06,4,6
2.0,0.1,5,6
2.0,0.16,6,6
2.0,0.22,7,6
2.0,0.29,8,6
2.0,0.32,9,6
2.0,0.35,10,6
2.0,0.38,11,6
2.0,0.42,12,6
2.0,0.48,13,6
2.0,1.12,14,6
2.0,1.28,15,6
2.0,0.96,16,6
2.0,0.64,17,6
2.0,0.48,18,6
2.0,0.38,19,6
2.0,0.32,20,6
2.0,0.26,21,6
2.0,0.19,22,6
2.0,0.13,23,6
2.0,0.1,0,6
2.0,0.1,1,6
2.0,0.1,2,6
2.0,0.1,3,6
2.0,0.1,4,6
2.0,0.15,5,6
2.0,0.25,6,6
2.0,0.36,7,6
2.0,0.46,8,6
2.0,0.51,9,6
2.0,0.56,10,6
2.0,0.61,11,6
2.0,0.66,12,6
2.0,0.76,13,6
2.0,1.78,14,6
2.0,2.04,15,6
2.0,1.53,16,6
2.0,1.02,17,6
2.0,0.76,18,6
2.0,0.61,19,6
2.0,0.51,20,6
2.0,0.41,21,6
2.0,0.31,22,6
2.0,0.2,23,6
2.0,0.01,0,6
2.0,0.01,1,6
2.0,0.01,2,6
2.0,0.01,3,6
2.0,0.01,4,6
2.0,0.01,5,6
2.0,0.02,6,6
2.0,0.02,7,6
2.0,0.03,8,6
2.0,0.03,9,6
2.0,0.04,10,6
2.0,0.04,11,6
2.0,0.04,12,6
2.0,0.05,13,6
2.0,0.11,14,6
2.0,0.13,15,6
2.0,0.1,16,6
2.0,0.07,17,6
2.0,0.05,18,6
2.0,0.04,19,6
2.0,0.03,20,6
2.0,0.03,21,6
2.0,0.02,22,6
2.0,0.01,23,6
2.0,0.04,0,6
2.0,0.04,1,6
2.0,0.04,2,6
2.0,0.04,3,6
2.0,0.04,4,6
2.0,0.07,5,6
2.0,0.11,6,6
2.0,0.15,7,6
2.0,0.2,8,6
2.0,0.22,9,6
2.0,0.24,10,6
2.0,0.26,11,6
2.0,0.28,12,6
2.0,0.33,13,6
2.0,0.76,14,6
2.0,0.87,15,6
2.0,0.65,16,6
2.0,0.44,17,6
2.0,0.33,18,6
2.0,0.26,19,6
2.0,0.22,20,6
2.0,0.17,21,6
2.0,0.13,22,6
2.0,0.09,23,6
2.0,0.02,0,6
2.0,0.02,1,6
2.0,0.02,2,6
2.0,0.02,3,6
2.0,0.02,4,6
2.0,0.03,5,6
2.0,0.06,6,6
2.0,0.08,7,6
2.0,0.1,8,6
2.0,0.11,9,6
2.0,0.12,10,6
2.0,0.14,11,6
2.0,0.15,12,6
2.0,0.17,13,6
2.0,0.39,14,6
2.0,0.45,15,6
2.0,0.34,16,6
2.0,0.23,17,6
2.0,0.17,18,6
2.0,0.14,19,6
2.0,0.11,20,6
2.0,0.09,21,6
2.0,0.07,22,6
2.0,0.05,23,6
2.0,0.06,0,6
2.0,0.06,1,6
2.0,0.06,2,6
2.0,0.06,3,6
2.0,0.06,4,6
2.0,0.1,5,6
2.0,0.16,6,6
2.0,0.23,7,6
2.0,0.29,8,6
2.0,0.32,9,6
2.0,0.36,10,6
2.0,0.39,11,6
2.0,0.42,12,6
2.0,0.49,13,6
2.0,1.13,14,6
2.0,1.29,15,6
2.0,0.97,16,6
2.0,0.65,17,6
2.0,0.49,18,6
2.0,0.39,19,6
2.0,0.32,20,6
2.0,0.26,21,6
2.0,0.19,22,6
2.0,0.13,23,6
2.0,0.02,0,6
2.0,0.02,1,6
2.0,0.02,2,6
2.0,0.02,3,6
2.0,0.02,4,6
2.0,0.03,5,6
2.0,0.04,6,6
2.0,0.06,7,6
2.0,0.08,8,6
2.0,0.09,9,6
2.0,0.1,10,6
2.0,0.1,11,6
2.0,0.11,12,6
2.0,0.13,13,6
2.0,0.31,14,6
2.0,0.35,15,6
2.0,0.26,16,6
2.0,0.17,17,6
2.0,0.13,18,6
2.0,0.1,19,6
2.0,0.09,20,6
2.0,0.07,21,6
2.0,0.05,22,6
2.0,0.03,23,6
2.0,0.02,0,6
2.0,0.02,1,6
2.0,0.02,2,6
2.0,0.02,3,6
2.0,0.02,4,6
2.0,0.03,5,6
2.0,0.05,6,6
2.0,0.06,7,6
2.0,0.08,8,6
2.0,0.09,9,6
2.0,0.1,10,6
2.0,0.11,11,6
2.0,0.12,12,6
2.0,0.14,13,6
